500 124750
64 188 16
64 189 10
64 190 21
64 191 19
64 192 2
64 193 15
64 194 50
64 195 35
64 196 35
64 197 50
64 198 41
64 199 34
64 200 20
64 201 6
64 202 47
64 203 34
64 204 45
64 205 14
64 206 5
64 207 47
64 208 25
64 209 47
64 210 27
64 211 7
64 212 3
64 213 44
64 214 34
64 215 42
64 216 9
64 217 4
64 218 40
64 219 27
64 220 13
64 221 12
64 222 47
64 223 17
64 224 29
64 225 48
64 226 3
64 227 13
64 228 48
64 229 43
64 230 46
64 231 19
64 232 50
64 233 45
64 234 2
64 235 45
64 236 8
64 237 7
64 238 43
64 239 35
64 240 3
64 241 22
64 242 41
64 243 7
64 244 15
64 245 27
64 246 48
64 247 26
64 248 30
64 249 40
64 250 2
64 251 44
64 252 1
64 253 48
64 254 12
64 255 29
64 256 45
64 257 14
64 258 42
64 259 44
64 260 6
64 261 39
64 262 13
64 263 8
64 264 33
64 265 14
64 266 2
64 267 41
64 268 22
64 269 46
64 270 25
64 271 26
64 272 17
64 273 15
64 274 33
64 275 34
64 276 41
64 277 32
64 278 9
64 279 22
64 280 21
64 281 12
64 282 18
64 283 24
64 284 11
64 285 29
64 286 2
64 287 7
64 288 43
64 289 45
64 290 3
64 291 50
64 292 34
64 293 15
64 294 7
64 295 18
64 296 30
64 297 10
64 298 8
64 299 4
64 300 6
64 301 34
64 302 29
64 303 22
64 304 49
64 305 13
64 306 7
64 307 41
64 308 45
64 309 17
64 310 15
64 311 17
64 312 30
64 313 34
64 314 40
64 315 40
64 316 12
64 317 44
64 318 49
64 319 6
64 320 40
64 321 1
64 322 6
64 323 25
64 324 17
64 325 14
64 326 43
64 327 48
64 328 24
64 329 50
64 330 1
64 331 31
64 332 34
64 333 32
64 334 4
64 335 34
64 336 44
64 337 11
64 338 26
64 339 40
64 340 27
64 341 42
64 342 7
64 343 7
64 344 25
64 345 46
64 346 48
64 347 37
64 348 41
64 349 46
64 350 44
64 351 31
64 352 48
64 353 1
64 354 5
64 355 16
64 356 15
64 357 47
64 358 14
64 359 40
64 360 49
64 361 14
64 362 20
64 363 34
64 364 45
64 365 23
64 366 17
64 367 41
64 368 35
64 369 44
64 370 30
64 371 12
64 372 38
64 373 36
64 374 20
64 375 12
64 376 34
64 377 17
64 378 50
64 379 24
64 380 15
64 381 44
64 382 4
64 383 14
64 384 44
64 385 11
64 386 30
64 387 10
64 388 7
64 389 43
64 390 49
64 391 5
64 392 8
64 393 20
64 394 38
64 395 5
64 396 45
64 397 6
64 398 45
64 399 29
64 400 2
64 401 24
64 402 42
64 403 39
64 404 12
64 405 11
64 406 2
64 407 47
64 408 30
64 409 2
64 410 22
64 411 46
64 412 47
64 413 28
64 414 9
64 415 42
64 416 38
64 417 38
64 418 2
64 419 44
64 420 32
64 421 2
64 422 1
64 423 40
64 424 24
64 425 40
64 426 44
64 427 18
64 428 48
64 429 38
64 430 46
64 431 1
64 432 13
64 433 40
64 434 41
64 435 26
64 436 50
64 437 42
64 438 22
64 439 31
64 440 45
64 441 46
64 442 26
64 443 41
64 444 23
64 445 37
64 446 33
64 447 10
64 448 24
64 449 36
64 450 5
64 451 6
64 452 39
64 453 7
64 454 47
64 455 14
64 456 49
64 457 40
64 458 31
64 459 46
64 460 29
64 461 29
64 462 48
64 463 43
64 464 18
64 465 38
64 466 19
64 467 19
64 468 31
64 469 42
64 470 2
64 471 26
64 472 37
64 473 27
64 474 16
64 475 11
64 476 13
64 477 50
64 478 20
64 479 39
64 480 37
64 481 25
64 482 46
64 483 28
64 484 33
64 485 42
64 486 41
64 487 31
64 488 33
64 489 24
64 490 28
64 491 13
64 492 2
64 493 25
64 494 5
64 495 21
64 496 14
64 497 25
64 498 41
64 499 45
65 66 19
65 67 42
65 68 20
65 69 7
65 70 21
65 71 37
65 72 18
65 73 35
65 74 39
65 75 39
65 76 23
65 77 27
65 78 15
65 79 20
65 80 4
65 81 48
65 82 13
65 83 47
65 84 28
65 85 47
65 86 20
65 87 8
65 88 9
65 89 23
65 90 34
65 91 16
65 92 45
65 93 48
65 94 42
65 95 37
65 96 44
65 97 10
65 98 29
65 99 13
65 100 19
65 101 1
65 102 1
65 103 38
65 104 35
65 105 41
65 106 26
65 107 10
65 108 18
65 109 43
65 110 29
65 111 23
65 112 40
65 113 42
65 114 21
65 115 19
65 116 38
65 117 42
65 118 28
65 119 49
65 120 14
65 121 12
65 122 14
65 123 10
65 124 9
65 125 5
65 126 47
65 127 2
65 128 17
65 129 27
65 130 16
65 131 37
65 132 27
65 133 18
65 134 26
65 135 11
65 136 9
65 137 3
65 138 20
65 139 28
65 140 45
65 141 1
65 142 50
65 143 36
65 144 44
65 145 21
65 146 7
65 147 33
65 148 12
65 149 34
65 150 31
65 151 28
65 152 45
65 153 46
65 154 39
65 155 5
65 156 3
65 157 35
65 158 8
65 159 21
65 160 13
65 161 25
65 162 9
65 163 39
65 164 43
65 165 34
65 166 50
65 167 3
65 168 36
65 169 21
65 170 30
65 171 31
65 172 23
65 173 31
65 174 16
65 175 16
65 176 3
65 177 24
65 178 1
65 179 17
65 180 8
65 181 31
65 182 44
65 183 4
65 184 29
65 185 34
65 186 9
65 187 33
65 188 21
65 189 18
65 190 3
65 191 33
65 192 43
65 193 11
65 194 22
65 195 35
65 196 44
65 197 23
65 198 39
65 199 29
65 200 45
65 201 18
65 202 11
65 203 18
65 204 48
65 205 29
65 206 35
65 207 3
65 208 2
65 209 35
65 210 19
65 211 11
65 212 18
65 213 14
65 214 15
65 215 46
65 216 47
65 217 25
65 218 30
65 219 17
65 220 42
65 221 32
65 222 50
65 223 36
65 224 44
65 225 23
65 226 20
65 227 37
65 228 45
65 229 8
65 230 17
65 231 41
65 232 27
65 233 30
65 234 8
65 235 27
65 236 8
65 237 45
65 238 29
65 239 11
65 240 29
65 241 47
65 242 22
65 243 48
65 244 10
65 245 38
65 246 45
65 247 8
65 248 14
65 249 24
65 250 25
65 251 7
65 252 5
65 253 24
65 254 43
65 255 48
65 256 46
65 257 14
65 258 36
65 259 42
65 260 24
65 261 5
65 262 34
65 263 50
65 264 34
65 265 44
65 266 26
65 267 43
65 268 38
65 269 6
65 270 3
65 271 16
65 272 4
65 273 26
65 274 16
65 275 15
65 276 13
65 277 10
65 278 23
65 279 28
65 280 34
65 281 47
65 282 35
65 283 38
65 284 22
65 285 29
65 286 38
65 287 19
65 288 42
65 289 25
65 290 12
65 291 15
65 292 29
65 293 45
65 294 15
65 295 12
65 296 38
65 297 42
65 298 4
65 299 25
65 300 50
65 301 9
65 302 43
65 303 3
65 304 34
65 305 8
65 306 18
65 307 49
65 308 17
65 309 42
65 310 26
65 311 2
65 312 38
65 313 12
65 314 40
65 315 11
65 316 40
65 317 29
65 318 29
65 319 32
65 320 3
65 321 40
65 322 48
65 323 34
65 324 36
65 325 12
65 326 45
65 327 24
65 328 6
65 329 1
65 330 50
65 331 7
65 332 9
65 333 42
65 334 9
65 335 42
65 336 1
65 337 28
65 338 42
65 339 20
65 340 19
65 341 18
65 342 21
65 343 8
65 344 29
65 345 12
65 346 18
65 347 21
65 348 40
65 349 48
65 350 2
65 351 45
65 352 37
65 353 49
65 354 28
65 355 25
65 356 13
65 357 24
65 358 48
65 359 20
65 360 24
65 361 47
65 362 26
65 363 32
65 364 41
65 365 36
65 366 26
65 367 41
65 368 14
65 369 17
65 370 10
65 371 34
65 372 36
65 373 31
65 374 44
65 375 17
65 376 42
65 377 11
65 378 37
65 379 34
65 380 11
65 381 40
65 382 28
65 383 49
65 384 40
65 385 5
65 386 23
65 387 4
65 388 30
65 389 20
65 390 23
65 391 4
65 392 19
65 393 50
65 394 37
65 395 9
65 396 36
65 397 14
65 398 49
65 399 1
65 400 33
65 401 9
65 402 36
65 403 18
65 404 41
65 405 29
65 406 34
65 407 32
65 408 42
65 409 22
65 410 15
65 411 2
65 412 11
65 413 44
65 414 50
65 415 3
65 416 50
65 417 25
65 418 6
65 419 30
65 420 44
65 421 29
65 422 33
65 423 12
65 424 30
65 425 21
65 426 20
65 427 17
65 428 35
65 429 21
65 430 17
65 431 19
65 432 29
65 433 5
65 434 36
65 435 21
65 436 33
65 437 22
65 438 2
65 439 26
65 440 45
65 441 19
65 442 29
65 443 8
65 444 12
65 445 31
65 446 10
65 447 14
65 448 5
65 449 15
65 450 43
65 451 50
65 452 45
65 453 27
65 454 12
65 455 25
65 456 49
65 457 33
65 458 41
65 459 35
65 460 3
65 461 10
65 462 3
65 463 33
65 464 14
65 465 41
65 466 3
65 467 48
65 468 12
65 469 7
65 470 26
65 471 8
65 472 27
65 473 6
65 474 15
65 475 40
65 476 36
65 477 24
65 478 3
65 479 42
65 480 41
65 481 45
65 482 42
65 483 37
65 484 23
65 485 5
65 486 11
65 487 22
65 488 39
65 489 4
65 490 6
65 491 42
65 492 15
65 493 9
65 494 26
65 495 30
65 496 49
65 497 31
65 498 29
65 499 12
66 67 39
66 68 4
66 69 21
66 70 15
66 71 10
66 72 36
66 73 4
66 74 47
66 75 11
66 76 9
66 77 39
66 78 3
66 79 3
66 80 30
66 81 40
66 82 28
66 83 36
66 84 50
66 85 49
66 86 24
66 87 5
66 88 4
66 89 17
66 90 21
66 91 14
66 92 45
66 93 50
66 94 14
66 95 25
66 96 31
66 97 27
66 98 15
66 99 34
66 100 48
66 101 31
66 102 45
66 103 35
66 104 36
66 105 44
66 106 45
66 107 44
66 108 32
66 109 48
66 110 49
66 111 13
66 112 37
66 113 26
66 114 50
66 115 38
66 116 24
66 117 23
66 118 45
66 119 29
66 120 40
66 121 15
66 122 45
66 123 34
66 124 17
66 125 8
66 126 10
66 127 47
66 128 35
66 129 24
66 130 32
66 131 34
66 132 4
66 133 29
66 134 18
66 135 39
66 136 22
66 137 12
66 138 35
66 139 5
66 140 11
66 141 33
66 142 19
66 143 49
66 144 8
66 145 18
66 146 37
66 147 33
66 148 40
66 149 33
66 150 11
66 151 29
66 152 47
66 153 7
66 154 14
66 155 15
66 156 15
66 157 23
66 158 11
66 159 1
66 160 48
66 161 43
66 162 34
66 163 1
66 164 21
66 165 1
66 166 42
66 167 44
66 168 14
66 169 26
66 170 48
66 171 25
66 172 10
66 173 16
66 174 23
66 175 17
66 176 35
66 177 11
66 178 49
66 179 24
66 180 43
66 181 11
66 182 5
66 183 42
66 184 18
66 185 18
66 186 6
66 187 34
66 188 43
66 189 17
66 190 34
66 191 40
66 192 11
66 193 19
66 194 43
66 195 33
66 196 21
66 197 36
66 198 26
66 199 34
66 200 13
66 201 25
66 202 10
66 203 22
66 204 40
66 205 35
66 206 38
66 207 26
66 208 47
66 209 38
66 210 49
66 211 40
66 212 50
66 213 5
66 214 33
66 215 19
66 216 25
66 217 38
66 218 2
66 219 17
66 220 6
66 221 37
66 222 8
66 223 16
66 224 5
66 225 2
66 226 48
66 227 27
66 228 37
66 229 25
66 230 11
66 231 49
66 232 49
66 233 22
66 234 22
66 235 40
66 236 6
66 237 11
66 238 15
66 239 3
66 240 48
66 241 14
66 242 44
66 243 50
66 244 20
66 245 26
66 246 18
66 247 44
66 248 13
66 249 20
66 250 10
66 251 19
66 252 8
66 253 20
66 254 36
66 255 15
66 256 21
66 257 36
66 258 41
66 259 10
66 260 10
66 261 1
66 262 10
66 263 9
66 264 25
66 265 32
66 266 48
66 267 30
66 268 42
66 269 13
66 270 34
66 271 42
66 272 28
66 273 29
66 274 41
66 275 47
66 276 4
66 277 8
66 278 41
66 279 19
66 280 29
66 281 2
66 282 39
66 283 37
66 284 21
66 285 26
66 286 1
66 287 44
66 288 11
66 289 41
66 290 3
66 291 21
66 292 44
66 293 12
66 294 29
66 295 18
66 296 43
66 297 28
66 298 49
66 299 37
66 300 40
66 301 33
66 302 28
66 303 17
66 304 13
66 305 18
66 306 16
66 307 17
66 308 25
66 309 6
66 310 37
66 311 4
66 312 9
66 313 25
66 314 42
66 315 30
66 316 2
66 317 42
66 318 23
66 319 13
66 320 34
66 321 27
66 322 33
66 323 27
66 324 38
66 325 13
66 326 46
66 327 33
66 328 40
66 329 45
66 330 19
66 331 32
66 332 29
66 333 46
66 334 50
66 335 41
66 336 15
66 337 15
66 338 9
66 339 39
66 340 22
66 341 45
66 342 44
66 343 31
66 344 21
66 345 37
66 346 12
66 347 23
66 348 30
66 349 34
66 350 37
66 351 14
66 352 12
66 353 19
66 354 42
66 355 49
66 356 33
66 357 38
66 358 31
66 359 24
66 360 34
66 361 1
66 362 5
66 363 12
66 364 46
66 365 5
66 366 4
66 367 10
66 368 21
66 369 13
66 370 1
66 371 43
66 372 9
66 373 46
66 374 23
66 375 32
66 376 33
66 377 34
66 378 6
66 379 14
66 380 19
66 381 42
66 382 27
66 383 30
66 384 12
66 385 21
66 386 30
66 387 44
66 388 8
66 389 13
66 390 17
66 391 43
66 392 13
66 393 22
66 394 6
66 395 11
66 396 28
66 397 9
66 398 22
66 399 48
66 400 23
66 401 24
66 402 42
66 403 34
66 404 20
66 405 14
66 406 15
66 407 4
66 408 49
66 409 20
66 410 17
66 411 19
66 412 13
66 413 46
66 414 48
66 415 24
66 416 16
66 417 30
66 418 17
66 419 25
66 420 42
66 421 35
66 422 17
66 423 6
66 424 8
66 425 22
66 426 16
66 427 37
66 428 32
66 429 38
66 430 35
66 431 5
66 432 13
66 433 28
66 434 38
66 435 32
66 436 44
66 437 4
66 438 37
66 439 42
66 440 25
66 441 6
66 442 13
66 443 37
66 444 3
66 445 12
66 446 10
66 447 18
66 448 41
66 449 28
66 450 44
66 451 34
66 452 14
66 453 12
66 454 40
66 455 22
66 456 33
66 457 7
66 458 8
66 459 14
66 460 46
66 461 44
66 462 20
66 463 9
66 464 24
66 465 9
66 466 42
66 467 17
66 468 12
66 469 29
66 470 10
66 471 36
66 472 36
66 473 22
66 474 22
66 475 38
66 476 34
66 477 33
66 478 7
66 479 24
66 480 12
66 481 50
66 482 8
66 483 28
66 484 11
66 485 47
66 486 49
66 487 45
66 488 3
66 489 8
66 490 10
66 491 1
66 492 4
66 493 32
66 494 9
66 495 27
66 496 40
66 497 50
66 498 43
66 499 2
67 68 30
67 69 2
67 70 39
67 71 15
67 72 26
67 73 13
67 74 4
67 75 9
67 76 47
67 77 10
67 78 32
67 79 11
67 80 11
67 81 41
67 82 38
67 83 23
67 84 39
67 85 36
67 86 19
67 87 44
67 88 45
67 89 29
67 90 44
67 91 50
67 92 10
67 93 2
67 94 26
67 95 1
67 96 1
67 97 20
67 98 4
67 99 31
67 100 24
67 101 43
67 102 47
67 103 49
67 104 7
67 105 1
67 106 7
67 107 3
67 108 12
67 109 40
67 110 13
67 111 23
67 112 31
67 113 50
67 114 47
67 115 21
67 116 37
67 117 16
67 118 14
67 119 34
67 120 44
67 121 7
67 122 33
67 123 5
67 124 10
67 125 11
67 126 7
67 127 13
67 128 30
67 129 11
67 130 45
67 131 5
67 132 3
67 133 41
67 134 5
67 135 11
67 136 43
67 137 11
67 138 13
67 139 5
67 140 3
67 141 28
67 142 29
67 143 35
67 144 27
67 145 25
67 146 5
67 147 16
67 148 42
67 149 21
67 150 49
67 151 37
67 152 29
67 153 33
67 154 43
67 155 39
67 156 43
67 157 50
67 158 3
67 159 25
67 160 10
67 161 47
67 162 29
67 163 14
67 164 37
67 165 36
67 166 24
67 167 30
67 168 46
67 169 36
67 170 36
67 171 50
67 172 13
67 173 16
67 174 36
67 175 42
67 176 40
67 177 41
67 178 9
67 179 34
67 180 13
67 181 7
67 182 20
67 183 41
67 184 41
67 185 13
67 186 31
67 187 34
67 188 12
67 189 33
67 190 10
67 191 21
67 192 29
67 193 40
67 194 36
67 195 18
67 196 25
67 197 9
67 198 49
67 199 23
67 200 46
67 201 34
67 202 22
67 203 11
67 204 49
67 205 8
67 206 2
67 207 40
67 208 50
67 209 10
67 210 25
67 211 12
67 212 18
67 213 45
67 214 4
67 215 8
67 216 7
67 217 37
67 218 43
67 219 20
67 220 19
67 221 4
67 222 42
67 223 50
67 224 44
67 225 27
67 226 17
67 227 18
67 228 37
67 229 15
67 230 40
67 231 32
67 232 50
67 233 14
67 234 42
67 235 50
67 236 23
67 237 45
67 238 41
67 239 24
67 240 6
67 241 16
67 242 37
67 243 25
67 244 12
67 245 40
67 246 35
67 247 20
67 248 26
67 249 27
67 250 39
67 251 47
67 252 31
67 253 32
67 254 46
67 255 26
67 256 10
67 257 14
67 258 43
67 259 46
67 260 30
67 261 35
67 262 29
67 263 31
67 264 50
67 265 21
67 266 30
67 267 22
67 268 17
67 269 22
67 270 45
67 271 23
67 272 39
67 273 31
67 274 47
67 275 50
67 276 22
67 277 31
67 278 19
67 279 50
67 280 10
67 281 9
67 282 46
67 283 42
67 284 40
67 285 41
67 286 17
67 287 1
67 288 6
67 289 11
67 290 46
67 291 35
67 292 47
67 293 25
67 294 15
67 295 46
67 296 47
67 297 46
67 298 19
67 299 13
67 300 17
67 301 15
67 302 37
67 303 6
67 304 45
67 305 34
67 306 7
67 307 19
67 308 16
67 309 28
67 310 18
67 311 25
67 312 36
67 313 13
67 314 16
67 315 28
67 316 5
67 317 34
67 318 28
67 319 10
67 320 47
67 321 26
67 322 46
67 323 43
67 324 50
67 325 10
67 326 41
67 327 46
67 328 5
67 329 9
67 330 10
67 331 23
67 332 24
67 333 47
67 334 30
67 335 20
67 336 32
67 337 37
67 338 40
67 339 47
67 340 14
67 341 7
67 342 22
67 343 1
67 344 21
67 345 39
67 346 28
67 347 25
67 348 25
67 349 8
67 350 36
67 351 21
67 352 33
67 353 31
67 354 15
67 355 34
67 356 40
67 357 5
67 358 31
67 359 46
67 360 16
67 361 40
67 362 19
67 363 41
67 364 38
67 365 48
67 366 10
67 367 19
67 368 36
67 369 50
67 370 16
67 371 49
67 372 8
67 373 39
67 374 2
67 375 29
67 376 29
67 377 31
67 378 5
67 379 3
67 380 38
67 381 41
67 382 25
67 383 22
67 384 23
67 385 40
67 386 5
67 387 15
67 388 46
67 389 35
67 390 10
67 391 11
67 392 27
67 393 30
67 394 1
67 395 14
67 396 28
67 397 13
67 398 33
67 399 13
67 400 14
67 401 48
67 402 14
67 403 21
67 404 38
67 405 17
67 406 1
67 407 16
67 408 47
67 409 6
67 410 21
67 411 35
67 412 48
67 413 47
67 414 8
67 415 20
67 416 36
67 417 13
67 418 34
67 419 34
67 420 49
67 421 46
67 422 46
67 423 25
67 424 25
67 425 49
67 426 41
67 427 2
67 428 11
67 429 23
67 430 17
67 431 26
67 432 22
67 433 32
67 434 48
67 435 9
67 436 48
67 437 49
67 438 26
67 439 44
67 440 4
67 441 46
67 442 30
67 443 3
67 444 43
67 445 40
67 446 22
67 447 30
67 448 2
67 449 8
67 450 15
67 451 2
67 452 3
67 453 11
67 454 29
67 455 27
67 456 9
67 457 19
67 458 31
67 459 21
67 460 43
67 461 49
67 462 46
67 463 14
67 464 32
67 465 43
67 466 24
67 467 31
67 468 43
67 469 49
67 470 26
67 471 48
67 472 47
67 473 8
67 474 50
67 475 41
67 476 47
67 477 24
67 478 22
67 479 48
67 480 33
67 481 37
67 482 1
67 483 35
67 484 49
67 485 29
67 486 13
67 487 7
67 488 49
67 489 45
67 490 29
67 491 41
67 492 45
67 493 26
67 494 6
67 495 26
67 496 18
67 497 29
67 498 8
67 499 13
68 69 30
68 70 34
68 71 10
68 72 28
68 73 41
68 74 10
68 75 18
68 76 37
68 77 35
68 78 41
68 79 36
68 80 17
68 81 27
68 82 36
68 83 3
68 84 25
68 85 17
68 86 15
68 87 33
68 88 15
68 89 12
68 90 13
68 91 8
68 92 8
68 93 38
68 94 13
68 95 36
68 96 8
68 97 44
68 98 43
68 99 20
68 100 23
68 101 26
68 102 29
68 103 2
68 104 18
68 105 38
68 106 19
68 107 4
68 108 24
68 109 9
68 110 41
68 111 40
68 112 38
68 113 29
68 114 42
68 115 14
68 116 45
68 117 9
68 118 49
68 119 11
68 120 20
68 121 11
68 122 18
68 123 29
68 124 49
68 125 31
68 126 14
68 127 6
68 128 26
68 129 7
68 130 25
68 131 48
68 132 34
68 133 5
68 134 49
68 135 2
68 136 45
68 137 19
68 138 7
68 139 18
68 140 29
68 141 48
68 142 8
68 143 18
68 144 26
68 145 49
68 146 32
68 147 22
68 148 7
68 149 30
68 150 32
68 151 28
68 152 42
68 153 2
68 154 7
68 155 40
68 156 34
68 157 20
68 158 47
68 159 9
68 160 28
68 161 23
68 162 6
68 163 12
68 164 28
68 165 6
68 166 15
68 167 22
68 168 26
68 169 21
68 170 39
68 171 6
68 172 20
68 173 46
68 174 24
68 175 45
68 176 47
68 177 7
68 178 16
68 179 5
68 180 38
68 181 50
68 182 33
68 183 29
68 184 1
68 185 41
68 186 19
68 187 34
68 188 12
68 189 17
68 190 42
68 191 40
68 192 40
68 193 49
68 194 3
68 195 17
68 196 6
68 197 17
68 198 40
68 199 31
68 200 39
68 201 28
68 202 36
68 203 9
68 204 26
68 205 11
68 206 5
68 207 24
68 208 17
68 209 21
68 210 28
68 211 4
68 212 22
68 213 12
68 214 33
68 215 22
68 216 2
68 217 3
68 218 7
68 219 14
68 220 19
68 221 48
68 222 5
68 223 10
68 224 48
68 225 7
68 226 26
68 227 3
68 228 25
68 229 15
68 230 35
68 231 13
68 232 45
68 233 20
68 234 23
68 235 22
68 236 31
68 237 28
68 238 45
68 239 49
68 240 50
68 241 22
68 242 3
68 243 21
68 244 34
68 245 37
68 246 42
68 247 37
68 248 39
68 249 48
68 250 50
68 251 9
68 252 47
68 253 6
68 254 19
68 255 44
68 256 12
68 257 46
68 258 48
68 259 36
68 260 13
68 261 32
68 262 1
68 263 7
68 264 1
68 265 23
68 266 28
68 267 33
68 268 50
68 269 22
68 270 32
68 271 49
68 272 45
68 273 36
68 274 19
68 275 30
68 276 22
68 277 12
68 278 17
68 279 10
68 280 11
68 281 18
68 282 20
68 283 7
68 284 24
68 285 38
68 286 2
68 287 35
68 288 36
68 289 49
68 290 23
68 291 48
68 292 30
68 293 23
68 294 6
68 295 33
68 296 45
68 297 33
68 298 17
68 299 47
68 300 6
68 301 50
68 302 45
68 303 2
68 304 37
68 305 16
68 306 32
68 307 8
68 308 27
68 309 48
68 310 19
68 311 38
68 312 17
68 313 39
68 314 46
68 315 40
68 316 28
68 317 50
68 318 27
68 319 15
68 320 50
68 321 49
68 322 12
68 323 30
68 324 23
68 325 17
68 326 14
68 327 17
68 328 1
68 329 32
68 330 13
68 331 8
68 332 34
68 333 10
68 334 10
68 335 20
68 336 25
68 337 43
68 338 28
68 339 1
68 340 42
68 341 48
68 342 40
68 343 8
68 344 38
68 345 38
68 346 48
68 347 18
68 348 37
68 349 24
68 350 32
68 351 36
68 352 24
68 353 44
68 354 17
68 355 46
68 356 12
68 357 32
68 358 14
68 359 15
68 360 14
68 361 29
68 362 22
68 363 47
68 364 38
68 365 33
68 366 18
68 367 12
68 368 27
68 369 47
68 370 14
68 371 18
68 372 45
68 373 4
68 374 26
68 375 34
68 376 43
68 377 25
68 378 1
68 379 29
68 380 50
68 381 33
68 382 14
68 383 23
68 384 28
68 385 31
68 386 20
68 387 39
68 388 14
68 389 33
68 390 5
68 391 27
68 392 13
68 393 27
68 394 25
68 395 50
68 396 11
68 397 43
68 398 13
68 399 38
68 400 41
68 401 27
68 402 7
68 403 35
68 404 32
68 405 32
68 406 21
68 407 24
68 408 6
68 409 21
68 410 4
68 411 7
68 412 5
68 413 17
68 414 29
68 415 32
68 416 49
68 417 50
68 418 23
68 419 13
68 420 35
68 421 27
68 422 41
68 423 47
68 424 5
68 425 18
68 426 49
68 427 18
68 428 10
68 429 11
68 430 5
68 431 2
68 432 39
68 433 11
68 434 37
68 435 22
68 436 45
68 437 7
68 438 47
68 439 2
68 440 29
68 441 2
68 442 9
68 443 34
68 444 19
68 445 39
68 446 15
68 447 19
68 448 39
68 449 37
68 450 33
68 451 25
68 452 16
68 453 26
68 454 21
68 455 20
68 456 43
68 457 21
68 458 37
68 459 4
68 460 34
68 461 43
68 462 5
68 463 22
68 464 6
68 465 43
68 466 46
68 467 50
68 468 1
68 469 44
68 470 3
68 471 30
68 472 46
68 473 11
68 474 15
68 475 16
68 476 50
68 477 29
68 478 36
68 479 40
68 480 18
68 481 21
68 482 14
68 483 35
68 484 46
68 485 36
68 486 4
68 487 38
68 488 9
68 489 43
68 490 43
68 491 42
68 492 35
68 493 49
68 494 15
68 495 40
68 496 42
68 497 10
68 498 41
68 499 42
69 70 6
69 71 44
69 72 23
69 73 1
69 74 6
69 75 37
69 76 18
69 77 5
69 78 18
69 79 3
69 80 46
69 81 37
69 82 25
69 83 11
69 84 21
69 85 20
69 86 49
69 87 26
69 88 9
69 89 7
69 90 18
69 91 1
69 92 48
69 93 3
69 94 50
69 95 14
69 96 44
69 97 43
69 98 24
69 99 37
69 100 36
69 101 31
69 102 32
69 103 9
69 104 33
69 105 37
69 106 47
69 107 50
69 108 44
69 109 16
69 110 4
69 111 39
69 112 2
69 113 29
69 114 2
69 115 24
69 116 50
69 117 2
69 118 50
69 119 9
69 120 8
69 121 17
69 122 11
69 123 7
69 124 21
69 125 12
69 126 20
69 127 17
69 128 4
69 129 45
69 130 3
69 131 42
69 132 25
69 133 36
69 134 2
69 135 9
69 136 22
69 137 50
69 138 8
69 139 15
69 140 16
69 141 14
69 142 6
69 143 19
69 144 44
69 145 7
69 146 43
69 147 43
69 148 8
69 149 42
69 150 1
69 151 17
69 152 10
69 153 14
69 154 23
69 155 31
69 156 27
69 157 44
69 158 49
69 159 33
69 160 39
69 161 3
69 162 24
69 163 15
69 164 38
69 165 25
69 166 24
69 167 9
69 168 24
69 169 33
69 170 24
69 171 41
69 172 46
69 173 31
69 174 10
69 175 39
69 176 37
69 177 2
69 178 34
69 179 46
69 180 45
69 181 36
69 182 12
69 183 4
69 184 49
69 185 36
69 186 36
69 187 26
69 188 29
69 189 36
69 190 10
69 191 19
69 192 38
69 193 33
69 194 34
69 195 25
69 196 9
69 197 9
69 198 36
69 199 32
69 200 41
69 201 11
69 202 25
69 203 39
69 204 41
69 205 34
69 206 29
69 207 29
69 208 37
69 209 12
69 210 24
69 211 33
69 212 50
69 213 37
69 214 36
69 215 48
69 216 22
69 217 24
69 218 25
69 219 2
69 220 9
69 221 34
69 222 23
69 223 49
69 224 18
69 225 8
69 226 23
69 227 26
69 228 16
69 229 8
69 230 10
69 231 8
69 232 20
69 233 34
69 234 46
69 235 10
69 236 19
69 237 25
69 238 38
69 239 7
69 240 38
69 241 11
69 242 39
69 243 37
69 244 49
69 245 26
69 246 37
69 247 22
69 248 49
69 249 13
69 250 24
69 251 10
69 252 49
69 253 48
69 254 8
69 255 16
69 256 5
69 257 32
69 258 42
69 259 20
69 260 42
69 261 3
69 262 27
69 263 11
69 264 36
69 265 25
69 266 21
69 267 6
69 268 1
69 269 10
69 270 12
69 271 38
69 272 23
69 273 50
69 274 27
69 275 21
69 276 25
69 277 13
69 278 43
69 279 26
69 280 27
69 281 18
69 282 37
69 283 25
69 284 15
69 285 44
69 286 41
69 287 21
69 288 27
69 289 34
69 290 40
69 291 18
69 292 36
69 293 18
69 294 31
69 295 23
69 296 44
69 297 1
69 298 28
69 299 44
69 300 12
69 301 39
69 302 34
69 303 34
69 304 38
69 305 10
69 306 5
69 307 14
69 308 24
69 309 47
69 310 41
69 311 50
69 312 16
69 313 27
69 314 27
69 315 30
69 316 22
69 317 17
69 318 50
69 319 49
69 320 2
69 321 41
69 322 18
69 323 37
69 324 10
69 325 48
69 326 9
69 327 4
69 328 50
69 329 38
69 330 47
69 331 12
69 332 26
69 333 30
69 334 45
69 335 15
69 336 41
69 337 49
69 338 30
69 339 16
69 340 47
69 341 21
69 342 16
69 343 12
69 344 47
69 345 44
69 346 43
69 347 19
69 348 12
69 349 44
69 350 19
69 351 13
69 352 36
69 353 36
69 354 1
69 355 46
69 356 34
69 357 9
69 358 1
69 359 35
